case,event,startTime,completeTime,REG_DATE,AMOUNT_REQ,resource,position,sT,cT,eventpos,case_index
173811,A_CANCELLED,2011/11/03 10:15:25.320,2011/11/03 10:15:25.320,2011/10/01 22:59:29.233,50000,112,27,1320308125.32,1320308125.32,A_CANCELLED-27,677
173811,O_CANCELLED,2011/11/03 10:15:25.320,2011/11/03 10:15:25.320,2011/10/01 22:59:29.233,50000,112,28,1320308125.32,1320308125.32,O_CANCELLED-28,678
213225,A_SUBMITTED,2012/02/27 12:48:00.763,2012/02/27 12:48:00.763,2012/02/27 12:48:00.763,33000,112,1,1330339680.763,1330339680.763,A_SUBMITTED-1,160403
213225,A_PARTLYSUBMITTED,2012/02/27 12:48:01.234,2012/02/27 12:48:01.234,2012/02/27 12:48:00.763,33000,112,2,1330339681.234,1330339681.234,A_PARTLYSUBMITTED-2,160404
213225,A_PREACCEPTED,2012/02/27 12:48:38.535,2012/02/27 12:48:38.535,2012/02/27 12:48:00.763,33000,112,3,1330339718.535,1330339718.535,A_PREACCEPTED-3,160405
213225,W_Completeren aanvraag,2012/02/27 21:39:48.437,2012/02/27 21:41:50.591,2012/02/27 12:48:00.763,33000,11119,4,1330371588.437,1330371710.591,W_Completeren aanvraag-4,160406
213225,W_Completeren aanvraag,2012/02/27 21:50:52.187,2012/02/27 21:55:40.978,2012/02/27 12:48:00.763,33000,11181,5,1330372252.187,1330372540.978,W_Completeren aanvraag-5,160407
213225,W_Completeren aanvraag,2012/02/27 21:55:49.511,2012/02/27 22:07:01.281,2012/02/27 12:48:00.763,33000,11181,6,1330372549.511,1330373221.281,W_Completeren aanvraag-6,160408
213225,A_CANCELLED,2012/02/27 22:06:59.531,2012/02/27 22:06:59.531,2012/02/27 12:48:00.763,33000,11181,7,1330373219.531,1330373219.531,A_CANCELLED-7,160409
174932,A_SUBMITTED,2011/10/05 21:11:38.863,2011/10/05 21:11:38.863,2011/10/05 21:11:38.863,49000,112,1,1317841898.863,1317841898.863,A_SUBMITTED-1,5681
174932,A_PARTLYSUBMITTED,2011/10/05 21:11:39.005,2011/10/05 21:11:39.005,2011/10/05 21:11:38.863,49000,112,2,1317841899.005,1317841899.005,A_PARTLYSUBMITTED-2,5682
174932,W_Afhandelen leads,2011/10/06 09:53:00.646,2011/10/06 09:56:10.539,2011/10/05 21:11:38.863,49000,10939,3,1317887580.646,1317887770.539,W_Afhandelen leads-3,5683
174932,A_PREACCEPTED,2011/10/06 09:56:08.838,2011/10/06 09:56:08.838,2011/10/05 21:11:38.863,49000,10939,4,1317887768.838,1317887768.838,A_PREACCEPTED-4,5684
174932,W_Completeren aanvraag,2011/10/06 09:59:21.121,2011/10/06 10:02:36.844,2011/10/05 21:11:38.863,49000,11189,5,1317887961.121,1317888156.844,W_Completeren aanvraag-5,5685
174932,W_Completeren aanvraag,2011/10/06 14:19:59.381,2011/10/06 14:23:11.005,2011/10/05 21:11:38.863,49000,11189,6,1317903599.381,1317903791.005,W_Completeren aanvraag-6,5686
174932,W_Completeren aanvraag,2011/10/06 17:09:38.956,2011/10/06 17:13:57.833,2011/10/05 21:11:38.863,49000,11180,7,1317913778.956,1317914037.833,W_Completeren aanvraag-7,5687
174932,W_Completeren aanvraag,2011/10/06 20:24:14.279,2011/10/06 20:32:06.641,2011/10/05 21:11:38.863,49000,10913,8,1317925454.279,1317925926.641,W_Completeren aanvraag-8,5688
174932,A_DECLINED,2011/10/06 20:32:02.663,2011/10/06 20:32:02.663,2011/10/05 21:11:38.863,49000,10913,9,1317925922.663,1317925922.663,A_DECLINED-9,5689
187418,A_SUBMITTED,2011/11/19 19:28:32.785,2011/11/19 19:28:32.785,2011/11/19 19:28:32.784,25000,112,1,1321723712.785,1321723712.785,A_SUBMITTED-1,55471
187418,A_PARTLYSUBMITTED,2011/11/19 19:28:33.079,2011/11/19 19:28:33.079,2011/11/19 19:28:32.784,25000,112,2,1321723713.079,1321723713.079,A_PARTLYSUBMITTED-2,55472
187418,A_DECLINED,2011/11/19 19:29:09.082,2011/11/19 19:29:09.082,2011/11/19 19:28:32.784,25000,112,3,1321723749.082,1321723749.082,A_DECLINED-3,55473
181151,A_SUBMITTED,2011/10/31 21:06:47.471,2011/10/31 21:06:47.471,2011/10/31 21:06:47.471,9000,112,1,1320088007.471,1320088007.471,A_SUBMITTED-1,31558
181151,A_PARTLYSUBMITTED,2011/10/31 21:06:47.721,2011/10/31 21:06:47.721,2011/10/31 21:06:47.471,9000,112,2,1320088007.721,1320088007.721,A_PARTLYSUBMITTED-2,31559
181151,A_PREACCEPTED,2011/10/31 21:07:32.206,2011/10/31 21:07:32.206,2011/10/31 21:06:47.471,9000,112,3,1320088052.206,1320088052.206,A_PREACCEPTED-3,31560
181151,W_Completeren aanvraag,2011/10/31 21:38:16.759,2011/10/31 21:47:11.145,2011/10/31 21:06:47.471,9000,11119,4,1320089896.759,1320090431.145,W_Completeren aanvraag-4,31561
181151,A_ACCEPTED,2011/10/31 21:45:16.356,2011/10/31 21:45:16.356,2011/10/31 21:06:47.471,9000,11119,5,1320090316.356,1320090316.356,A_ACCEPTED-5,31562
181151,A_FINALIZED,2011/10/31 21:47:07.700,2011/10/31 21:47:07.700,2011/10/31 21:06:47.471,9000,11119,6,1320090427.7,1320090427.7,A_FINALIZED-6,31563
181151,O_SELECTED,2011/10/31 21:47:07.700,2011/10/31 21:47:07.700,2011/10/31 21:06:47.471,9000,11119,7,1320090427.7,1320090427.7,O_SELECTED-7,31564
181151,O_CREATED,2011/10/31 21:47:09.118,2011/10/31 21:47:09.118,2011/10/31 21:06:47.471,9000,11119,8,1320090429.118,1320090429.118,O_CREATED-8,31565
181151,O_SENT,2011/10/31 21:47:09.144,2011/10/31 21:47:09.144,2011/10/31 21:06:47.471,9000,11119,9,1320090429.144,1320090429.144,O_SENT-9,31566
181151,W_Nabellen offertes,2011/10/31 21:48:41.437,2011/10/31 21:49:25.673,2011/10/31 21:06:47.471,9000,11119,10,1320090521.437,1320090565.673,W_Nabellen offertes-10,31567
181151,O_SELECTED,2011/10/31 21:49:22.051,2011/10/31 21:49:22.051,2011/10/31 21:06:47.471,9000,11119,11,1320090562.051,1320090562.051,O_SELECTED-11,31568
181151,O_CANCELLED,2011/10/31 21:49:22.051,2011/10/31 21:49:22.051,2011/10/31 21:06:47.471,9000,11119,12,1320090562.051,1320090562.051,O_CANCELLED-12,31569
181151,O_CREATED,2011/10/31 21:49:23.373,2011/10/31 21:49:23.373,2011/10/31 21:06:47.471,9000,11119,13,1320090563.373,1320090563.373,O_CREATED-13,31570
181151,O_SENT,2011/10/31 21:49:23.416,2011/10/31 21:49:23.416,2011/10/31 21:06:47.471,9000,11119,14,1320090563.416,1320090563.416,O_SENT-14,31571
181151,W_Nabellen offertes,2011/10/31 21:49:37.952,2011/10/31 21:58:32.812,2011/10/31 21:06:47.471,9000,11119,15,1320090577.952,1320091112.812,W_Nabellen offertes-15,31572
181151,W_Nabellen offertes,2011/11/11 13:23:22.490,2011/11/11 13:23:45.305,2011/10/31 21:06:47.471,9000,11121,16,1321010602.49,1321010625.305,W_Nabellen offertes-16,31573
181151,W_Nabellen offertes,2011/11/30 12:58:05.819,2011/11/30 12:58:31.180,2011/10/31 21:06:47.471,9000,11121,17,1322650685.819,1322650711.18,W_Nabellen offertes-17,31574
181151,W_Nabellen offertes,2011/12/01 10:15:42.022,2011/12/01 10:15:42.022,2011/10/31 21:06:47.471,9000,11121,18,1322727342.022,1322727342.022,W_Nabellen offertes-18,31575
181151,A_CANCELLED,2011/12/01 10:15:42.024,2011/12/01 10:15:42.024,2011/10/31 21:06:47.471,9000,112,19,1322727342.024,1322727342.024,A_CANCELLED-19,31576
181151,O_CANCELLED,2011/12/01 10:15:42.024,2011/12/01 10:15:42.024,2011/10/31 21:06:47.471,9000,112,20,1322727342.024,1322727342.024,O_CANCELLED-20,31577
206462,A_SUBMITTED,2012/02/04 15:39:12.025,2012/02/04 15:39:12.025,2012/02/04 15:39:12.025,7150,112,1,1328362752.025,1328362752.025,A_SUBMITTED-1,135107
206462,A_PARTLYSUBMITTED,2012/02/04 15:39:12.293,2012/02/04 15:39:12.293,2012/02/04 15:39:12.025,7150,112,2,1328362752.293,1328362752.293,A_PARTLYSUBMITTED-2,135108
206462,A_DECLINED,2012/02/04 15:39:45.008,2012/02/04 15:39:45.008,2012/02/04 15:39:12.025,7150,112,3,1328362785.008,1328362785.008,A_DECLINED-3,135109
203967,A_SUBMITTED,2012/01/25 16:25:08.187,2012/01/25 16:25:08.187,2012/01/25 16:25:08.187,15000,112,1,1327501508.187,1327501508.187,A_SUBMITTED-1,124059
203967,A_PARTLYSUBMITTED,2012/01/25 16:25:09.572,2012/01/25 16:25:09.572,2012/01/25 16:25:08.187,15000,112,2,1327501509.572,1327501509.572,A_PARTLYSUBMITTED-2,124060
203967,W_Afhandelen leads,2012/01/25 16:42:49.030,2012/01/25 16:52:07.760,2012/01/25 16:25:08.187,15000,10863,3,1327502569.03,1327503127.76,W_Afhandelen leads-3,124061
203967,A_PREACCEPTED,2012/01/25 16:52:06.864,2012/01/25 16:52:06.864,2012/01/25 16:25:08.187,15000,10863,4,1327503126.864,1327503126.864,A_PREACCEPTED-4,124062
203967,W_Completeren aanvraag,2012/01/25 17:09:47.260,2012/01/25 17:20:11.968,2012/01/25 16:25:08.187,15000,11179,5,1327504187.26,1327504811.968,W_Completeren aanvraag-5,124063
203967,W_Completeren aanvraag,2012/01/25 17:32:02.081,2012/01/25 17:37:33.975,2012/01/25 16:25:08.187,15000,11179,6,1327505522.081,1327505853.975,W_Completeren aanvraag-6,124064
203967,A_CANCELLED,2012/01/25 17:37:32.319,2012/01/25 17:37:32.319,2012/01/25 16:25:08.187,15000,11179,7,1327505852.319,1327505852.319,A_CANCELLED-7,124065
182479,A_SUBMITTED,2011/11/05 18:02:34.900,2011/11/05 18:02:34.900,2011/11/05 18:02:34.900,7500,112,1,1320508954.9,1320508954.9,A_SUBMITTED-1,37260
182479,A_PARTLYSUBMITTED,2011/11/05 18:02:35.176,2011/11/05 18:02:35.176,2011/11/05 18:02:34.900,7500,112,2,1320508955.176,1320508955.176,A_PARTLYSUBMITTED-2,37261
182479,A_DECLINED,2011/11/05 18:03:12.383,2011/11/05 18:03:12.383,2011/11/05 18:02:34.900,7500,112,3,1320508992.383,1320508992.383,A_DECLINED-3,37262
182804,A_SUBMITTED,2011/11/07 15:13:10.816,2011/11/07 15:13:10.816,2011/11/07 15:13:10.815,10000,112,1,1320671590.816,1320671590.816,A_SUBMITTED-1,38798
182804,A_PARTLYSUBMITTED,2011/11/07 15:13:11.075,2011/11/07 15:13:11.075,2011/11/07 15:13:10.815,10000,112,2,1320671591.075,1320671591.075,A_PARTLYSUBMITTED-2,38799
182804,A_DECLINED,2011/11/07 15:14:11.351,2011/11/07 15:14:11.351,2011/11/07 15:13:10.815,10000,112,3,1320671651.351,1320671651.351,A_DECLINED-3,38800
176783,A_SUBMITTED,2011/10/13 19:00:50.197,2011/10/13 19:00:50.197,2011/10/13 19:00:50.197,23000,112,1,1318525250.197,1318525250.197,A_SUBMITTED-1,13439
176783,A_PARTLYSUBMITTED,2011/10/13 19:00:50.973,2011/10/13 19:00:50.973,2011/10/13 19:00:50.197,23000,112,2,1318525250.973,1318525250.973,A_PARTLYSUBMITTED-2,13440
176783,A_PREACCEPTED,2011/10/13 19:01:30.228,2011/10/13 19:01:30.228,2011/10/13 19:00:50.197,23000,112,3,1318525290.228,1318525290.228,A_PREACCEPTED-3,13441
176783,W_Completeren aanvraag,2011/10/13 19:38:39.646,2011/10/13 19:50:25.941,2011/10/13 19:00:50.197,23000,11119,4,1318527519.646,1318528225.941,W_Completeren aanvraag-4,13442
176783,A_ACCEPTED,2011/10/13 19:46:34.970,2011/10/13 19:46:34.970,2011/10/13 19:00:50.197,23000,11119,5,1318527994.97,1318527994.97,A_ACCEPTED-5,13443
176783,A_FINALIZED,2011/10/13 19:50:22.362,2011/10/13 19:50:22.362,2011/10/13 19:00:50.197,23000,11119,6,1318528222.362,1318528222.362,A_FINALIZED-6,13444
176783,O_SELECTED,2011/10/13 19:50:22.362,2011/10/13 19:50:22.362,2011/10/13 19:00:50.197,23000,11119,7,1318528222.362,1318528222.362,O_SELECTED-7,13445
176783,O_CREATED,2011/10/13 19:50:23.682,2011/10/13 19:50:23.682,2011/10/13 19:00:50.197,23000,11119,8,1318528223.682,1318528223.682,O_CREATED-8,13446
176783,O_SENT,2011/10/13 19:50:23.729,2011/10/13 19:50:23.729,2011/10/13 19:00:50.197,23000,11119,9,1318528223.729,1318528223.729,O_SENT-9,13447
176783,W_Nabellen offertes,2011/10/13 19:50:47.980,2011/10/13 19:53:30.113,2011/10/13 19:00:50.197,23000,11119,10,1318528247.98,1318528410.113,W_Nabellen offertes-10,13448
176783,W_Nabellen offertes,2011/10/19 10:05:27.039,2011/10/19 10:06:26.286,2011/10/13 19:00:50.197,23000,11119,11,1319011527.039,1319011586.286,W_Nabellen offertes-11,13449
176783,O_SENT_BACK,2011/10/19 10:06:24.338,2011/10/19 10:06:24.338,2011/10/13 19:00:50.197,23000,11029,12,1319011584.338,1319011584.338,O_SENT_BACK-12,13450
176783,W_Valideren aanvraag,2011/10/25 12:42:00.462,2011/10/25 13:18:24.142,2011/10/13 19:00:50.197,23000,10972,13,1319539320.462,1319541504.142,W_Valideren aanvraag-13,13451
176783,O_ACCEPTED,2011/10/25 13:18:16.020,2011/10/25 13:18:16.020,2011/10/13 19:00:50.197,23000,10972,14,1319541496.02,1319541496.02,O_ACCEPTED-14,13452
176783,A_REGISTERED,2011/10/25 13:18:16.020,2011/10/25 13:18:16.020,2011/10/13 19:00:50.197,23000,10972,15,1319541496.02,1319541496.02,A_REGISTERED-15,13453
176783,A_APPROVED,2011/10/25 13:18:16.020,2011/10/25 13:18:16.020,2011/10/13 19:00:50.197,23000,10972,16,1319541496.02,1319541496.02,A_APPROVED-16,13454
176783,A_ACTIVATED,2011/10/25 13:18:16.021,2011/10/25 13:18:16.021,2011/10/13 19:00:50.197,23000,10972,17,1319541496.021,1319541496.021,A_ACTIVATED-17,13455
194382,A_SUBMITTED,2011/12/19 09:56:42.332,2011/12/19 09:56:42.332,2011/12/19 09:56:42.331,23000,112,1,1324281402.332,1324281402.332,A_SUBMITTED-1,83017
194382,A_PARTLYSUBMITTED,2011/12/19 09:56:43.557,2011/12/19 09:56:43.557,2011/12/19 09:56:42.331,23000,112,2,1324281403.557,1324281403.557,A_PARTLYSUBMITTED-2,83018
194382,A_DECLINED,2011/12/19 09:57:22.033,2011/12/19 09:57:22.033,2011/12/19 09:56:42.331,23000,112,3,1324281442.033,1324281442.033,A_DECLINED-3,83019
203756,A_SUBMITTED,2012/01/25 00:19:46.572,2012/01/25 00:19:46.572,2012/01/25 00:19:46.572,25000,112,1,1327443586.572,1327443586.572,A_SUBMITTED-1,123101
203756,A_PARTLYSUBMITTED,2012/01/25 00:19:46.683,2012/01/25 00:19:46.683,2012/01/25 00:19:46.572,25000,112,2,1327443586.683,1327443586.683,A_PARTLYSUBMITTED-2,123102
203756,A_DECLINED,2012/01/25 00:20:37.438,2012/01/25 00:20:37.438,2012/01/25 00:19:46.572,25000,112,3,1327443637.438,1327443637.438,A_DECLINED-3,123103
178739,A_SUBMITTED,2011/10/20 23:03:07.941,2011/10/20 23:03:07.941,2011/10/20 23:03:07.941,25000,112,1,1319144587.941,1319144587.941,A_SUBMITTED-1,21119
178739,A_PARTLYSUBMITTED,2011/10/20 23:03:14.046,2011/10/20 23:03:14.046,2011/10/20 23:03:07.941,25000,112,2,1319144594.046,1319144594.046,A_PARTLYSUBMITTED-2,21120
178739,A_PREACCEPTED,2011/10/20 23:04:02.840,2011/10/20 23:04:02.840,2011/10/20 23:03:07.941,25000,112,3,1319144642.84,1319144642.84,A_PREACCEPTED-3,21121
178739,W_Completeren aanvraag,2011/10/21 11:54:31.844,2011/10/21 12:02:03.791,2011/10/20 23:03:07.941,25000,112,4,1319190871.844,1319191323.791,W_Completeren aanvraag-4,21122
178739,A_ACCEPTED,2011/10/21 11:59:01.005,2011/10/21 11:59:01.005,2011/10/20 23:03:07.941,25000,10859,5,1319191141.005,1319191141.005,A_ACCEPTED-5,21123
178739,A_FINALIZED,2011/10/21 12:02:01.082,2011/10/21 12:02:01.082,2011/10/20 23:03:07.941,25000,10859,6,1319191321.082,1319191321.082,A_FINALIZED-6,21124
178739,O_SELECTED,2011/10/21 12:02:01.082,2011/10/21 12:02:01.082,2011/10/20 23:03:07.941,25000,10859,7,1319191321.082,1319191321.082,O_SELECTED-7,21125
178739,O_CREATED,2011/10/21 12:02:02.514,2011/10/21 12:02:02.514,2011/10/20 23:03:07.941,25000,10859,8,1319191322.514,1319191322.514,O_CREATED-8,21126
178739,O_SENT,2011/10/21 12:02:02.548,2011/10/21 12:02:02.548,2011/10/20 23:03:07.941,25000,10859,9,1319191322.548,1319191322.548,O_SENT-9,21127
178739,W_Nabellen offertes,2011/10/27 13:29:03.014,2011/10/27 13:35:45.055,2011/10/20 23:03:07.941,25000,10909,10,1319714943.014,1319715345.055,W_Nabellen offertes-10,21128
178739,W_Nabellen offertes,2011/11/02 10:41:48.888,2011/11/02 10:43:07.563,2011/10/20 23:03:07.941,25000,11259,11,1320223308.888,1320223387.563,W_Nabellen offertes-11,21129
178739,O_SENT_BACK,2011/11/02 10:43:05.893,2011/11/02 10:43:05.893,2011/10/20 23:03:07.941,25000,11259,12,1320223385.893,1320223385.893,O_SENT_BACK-12,21130
178739,W_Valideren aanvraag,2011/11/04 14:34:33.973,2011/11/04 14:58:43.031,2011/10/20 23:03:07.941,25000,10972,13,1320410073.973,1320411523.031,W_Valideren aanvraag-13,21131
178739,W_Nabellen incomplete dossiers,2011/11/04 16:21:54.227,2011/11/04 16:22:11.952,2011/10/20 23:03:07.941,25000,11000,14,1320416514.227,1320416531.952,W_Nabellen incomplete dossiers-14,21132
178739,W_Nabellen incomplete dossiers,2011/11/04 16:26:16.579,2011/11/04 16:29:43.642,2011/10/20 23:03:07.941,25000,11000,15,1320416776.579,1320416983.642,W_Nabellen incomplete dossiers-15,21133
178739,W_Nabellen incomplete dossiers,2011/11/04 18:17:29.174,2011/11/04 18:20:45.355,2011/10/20 23:03:07.941,25000,11203,16,1320423449.174,1320423645.355,W_Nabellen incomplete dossiers-16,21134
178739,W_Nabellen incomplete dossiers,2011/11/05 12:18:35.983,2011/11/05 12:19:48.422,2011/10/20 23:03:07.941,25000,10982,17,1320488315.983,1320488388.422,W_Nabellen incomplete dossiers-17,21135
178739,W_Valideren aanvraag,2011/11/08 15:56:24.778,2011/11/08 15:56:35.584,2011/10/20 23:03:07.941,25000,10138,18,1320760584.778,1320760595.584,W_Valideren aanvraag-18,21136
178739,W_Valideren aanvraag,2011/11/08 17:08:34.500,2011/11/08 17:08:44.292,2011/10/20 23:03:07.941,25000,10138,19,1320764914.5,1320764924.292,W_Valideren aanvraag-19,21137
178739,W_Valideren aanvraag,2011/11/08 17:14:01.415,2011/11/08 17:14:20.556,2011/10/20 23:03:07.941,25000,10972,20,1320765241.415,1320765260.556,W_Valideren aanvraag-20,21138
178739,W_Valideren aanvraag,2011/11/08 21:24:35.597,2011/11/08 21:25:45.429,2011/10/20 23:03:07.941,25000,10889,21,1320780275.597,1320780345.429,W_Valideren aanvraag-21,21139
178739,W_Valideren aanvraag,2011/11/09 09:38:47.235,2011/11/09 09:43:30.639,2011/10/20 23:03:07.941,25000,10972,22,1320824327.235,1320824610.639,W_Valideren aanvraag-22,21140
178739,O_ACCEPTED,2011/11/09 09:43:21.378,2011/11/09 09:43:21.378,2011/10/20 23:03:07.941,25000,10972,23,1320824601.378,1320824601.378,O_ACCEPTED-23,21141
178739,A_ACTIVATED,2011/11/09 09:43:21.379,2011/11/09 09:43:21.379,2011/10/20 23:03:07.941,25000,10972,24,1320824601.379,1320824601.379,A_ACTIVATED-24,21142
178739,A_APPROVED,2011/11/09 09:43:21.379,2011/11/09 09:43:21.379,2011/10/20 23:03:07.941,25000,10972,25,1320824601.379,1320824601.379,A_APPROVED-25,21143
178739,A_REGISTERED,2011/11/09 09:43:21.379,2011/11/09 09:43:21.379,2011/10/20 23:03:07.941,25000,10972,26,1320824601.379,1320824601.379,A_REGISTERED-26,21144
204921,A_SUBMITTED,2012/01/30 11:33:58.539,2012/01/30 11:33:58.539,2012/01/30 11:33:58.539,5500,112,1,1327916038.539,1327916038.539,A_SUBMITTED-1,128072
204921,A_PARTLYSUBMITTED,2012/01/30 11:33:58.636,2012/01/30 11:33:58.636,2012/01/30 11:33:58.539,5500,112,2,1327916038.636,1327916038.636,A_PARTLYSUBMITTED-2,128073
204921,A_DECLINED,2012/01/30 11:34:36.251,2012/01/30 11:34:36.251,2012/01/30 11:33:58.539,5500,112,3,1327916076.251,1327916076.251,A_DECLINED-3,128074
201574,A_SUBMITTED,2012/01/17 01:40:50.076,2012/01/17 01:40:50.076,2012/01/17 01:40:50.076,75000,112,1,1326757250.076,1326757250.076,A_SUBMITTED-1,113870
201574,A_PARTLYSUBMITTED,2012/01/17 01:40:50.379,2012/01/17 01:40:50.379,2012/01/17 01:40:50.076,75000,112,2,1326757250.379,1326757250.379,A_PARTLYSUBMITTED-2,113871
201574,A_DECLINED,2012/01/17 01:41:25.468,2012/01/17 01:41:25.468,2012/01/17 01:40:50.076,75000,112,3,1326757285.468,1326757285.468,A_DECLINED-3,113872
200025,A_SUBMITTED,2012/01/11 21:39:58.299,2012/01/11 21:39:58.299,2012/01/11 21:39:58.299,10000,112,1,1326310798.299,1326310798.299,A_SUBMITTED-1,107546
200025,A_PARTLYSUBMITTED,2012/01/11 21:39:58.583,2012/01/11 21:39:58.583,2012/01/11 21:39:58.299,10000,112,2,1326310798.583,1326310798.583,A_PARTLYSUBMITTED-2,107547
200025,A_PREACCEPTED,2012/01/11 21:40:35.308,2012/01/11 21:40:35.308,2012/01/11 21:39:58.299,10000,112,3,1326310835.308,1326310835.308,A_PREACCEPTED-3,107548
200025,W_Completeren aanvraag,2012/01/12 15:42:23.602,2012/01/12 15:44:13.301,2012/01/11 21:39:58.299,10000,11169,4,1326375743.602,1326375853.301,W_Completeren aanvraag-4,107549
200025,W_Completeren aanvraag,2012/01/12 19:24:37.548,2012/01/12 19:49:04.329,2012/01/11 21:39:58.299,10000,11119,5,1326389077.548,1326390544.329,W_Completeren aanvraag-5,107550
200025,A_ACCEPTED,2012/01/12 19:47:24.769,2012/01/12 19:47:24.769,2012/01/11 21:39:58.299,10000,11119,6,1326390444.769,1326390444.769,A_ACCEPTED-6,107551
200025,O_SELECTED,2012/01/12 19:49:01.490,2012/01/12 19:49:01.490,2012/01/11 21:39:58.299,10000,11119,7,1326390541.49,1326390541.49,O_SELECTED-7,107552
200025,A_FINALIZED,2012/01/12 19:49:01.490,2012/01/12 19:49:01.490,2012/01/11 21:39:58.299,10000,11119,8,1326390541.49,1326390541.49,A_FINALIZED-8,107553
200025,O_CREATED,2012/01/12 19:49:02.286,2012/01/12 19:49:02.286,2012/01/11 21:39:58.299,10000,11119,9,1326390542.286,1326390542.286,O_CREATED-9,107554
200025,O_SENT,2012/01/12 19:49:02.317,2012/01/12 19:49:02.317,2012/01/11 21:39:58.299,10000,11119,10,1326390542.317,1326390542.317,O_SENT-10,107555
200025,W_Nabellen offertes,2012/01/12 19:49:37.908,2012/01/12 19:54:39.626,2012/01/11 21:39:58.299,10000,11119,11,1326390577.908,1326390879.626,W_Nabellen offertes-11,107556
200025,O_CANCELLED,2012/01/12 19:54:36.467,2012/01/12 19:54:36.467,2012/01/11 21:39:58.299,10000,11119,12,1326390876.467,1326390876.467,O_CANCELLED-12,107557
200025,O_SELECTED,2012/01/12 19:54:36.468,2012/01/12 19:54:36.468,2012/01/11 21:39:58.299,10000,11119,13,1326390876.468,1326390876.468,O_SELECTED-13,107558
200025,O_CREATED,2012/01/12 19:54:37.478,2012/01/12 19:54:37.478,2012/01/11 21:39:58.299,10000,11119,14,1326390877.478,1326390877.478,O_CREATED-14,107559
200025,O_SENT,2012/01/12 19:54:37.500,2012/01/12 19:54:37.500,2012/01/11 21:39:58.299,10000,11119,15,1326390877.5,1326390877.5,O_SENT-15,107560
200025,W_Nabellen offertes,2012/01/12 19:54:57.844,2012/01/12 19:59:07.548,2012/01/11 21:39:58.299,10000,11119,16,1326390897.844,1326391147.548,W_Nabellen offertes-16,107561
200025,W_Nabellen offertes,2012/01/19 10:48:56.685,2012/01/19 10:51:48.943,2012/01/11 21:39:58.299,10000,11049,17,1326962936.685,1326963108.943,W_Nabellen offertes-17,107562
200025,O_SENT_BACK,2012/01/19 10:51:47.587,2012/01/19 10:51:47.587,2012/01/11 21:39:58.299,10000,11049,18,1326963107.587,1326963107.587,O_SENT_BACK-18,107563
200025,W_Valideren aanvraag,2012/01/23 16:29:25.497,2012/01/23 16:37:32.166,2012/01/11 21:39:58.299,10000,10609,19,1327328965.497,1327329452.166,W_Valideren aanvraag-19,107564
200025,A_DECLINED,2012/01/23 16:37:28.757,2012/01/23 16:37:28.757,2012/01/11 21:39:58.299,10000,10609,20,1327329448.757,1327329448.757,A_DECLINED-20,107565
200025,O_DECLINED,2012/01/23 16:37:28.757,2012/01/23 16:37:28.757,2012/01/11 21:39:58.299,10000,10609,21,1327329448.757,1327329448.757,O_DECLINED-21,107566
205367,A_SUBMITTED,2012/01/31 19:36:17.653,2012/01/31 19:36:17.653,2012/01/31 19:36:17.653,25000,112,1,1328031377.653,1328031377.653,A_SUBMITTED-1,129991
205367,A_PARTLYSUBMITTED,2012/01/31 19:36:24.172,2012/01/31 19:36:24.172,2012/01/31 19:36:17.653,25000,112,2,1328031384.172,1328031384.172,A_PARTLYSUBMITTED-2,129992
205367,A_PREACCEPTED,2012/01/31 19:37:01.160,2012/01/31 19:37:01.160,2012/01/31 19:36:17.653,25000,112,3,1328031421.16,1328031421.16,A_PREACCEPTED-3,129993
205367,W_Completeren aanvraag,2012/01/31 19:47:31.056,2012/01/31 19:51:38.368,2012/01/31 19:36:17.653,25000,11122,4,1328032051.056,1328032298.368,W_Completeren aanvraag-4,129994
205367,W_Completeren aanvraag,2012/01/31 19:53:57.864,2012/01/31 20:03:35.659,2012/01/31 19:36:17.653,25000,11181,5,1328032437.864,1328033015.659,W_Completeren aanvraag-5,129995
205367,A_ACCEPTED,2012/01/31 19:59:06.656,2012/01/31 19:59:06.656,2012/01/31 19:36:17.653,25000,11181,6,1328032746.656,1328032746.656,A_ACCEPTED-6,129996
205367,O_SELECTED,2012/01/31 20:02:45.677,2012/01/31 20:02:45.677,2012/01/31 19:36:17.653,25000,11181,7,1328032965.677,1328032965.677,O_SELECTED-7,129997
205367,A_FINALIZED,2012/01/31 20:02:45.677,2012/01/31 20:02:45.677,2012/01/31 19:36:17.653,25000,11181,8,1328032965.677,1328032965.677,A_FINALIZED-8,129998
205367,O_CREATED,2012/01/31 20:03:34.558,2012/01/31 20:03:34.558,2012/01/31 19:36:17.653,25000,11181,9,1328033014.558,1328033014.558,O_CREATED-9,129999
205367,O_SENT,2012/01/31 20:03:34.578,2012/01/31 20:03:34.578,2012/01/31 19:36:17.653,25000,11181,10,1328033014.578,1328033014.578,O_SENT-10,130000
205367,W_Nabellen offertes,2012/01/31 20:03:45.229,2012/01/31 20:04:47.077,2012/01/31 19:36:17.653,25000,11181,11,1328033025.229,1328033087.077,W_Nabellen offertes-11,130001
205367,W_Nabellen offertes,2012/02/08 16:35:31.382,2012/02/08 16:41:02.801,2012/01/31 19:36:17.653,25000,10912,12,1328711731.382,1328712062.801,W_Nabellen offertes-12,130002
